"Stories","Informed","DNA","GM","NaturalSelection","PCR","UndDNA","UndGM","UndNaturalSelection","UndPCR","BeforePand_1","BeforePand_2","BeforePand_3","ViewChange1","ViewChange2","ViewChange3","Statements_1","Statements_2","Statements_3","Statements_4","Statements_5","Statements_6","Statements_7","Statements_8","Statements_9","Statements_10","Statements_11","Statements_12","AttGenetics","Optimism","SciRelationship","ThreeMonths1","ThreeMonths2","ThreeMonths3","ThreeMonths4","ThreeMonths5","ThreeMonths6","WhoTrust01","WhoTrust02","WhoTrust03","WhoTrust04","WhoTrust05","WhoTrust06","WhoTrust07","WhoTrust08","WhoTrust09","WhoTrust10","WhichTrust01","WhichTrust02","WhichTrust03","WhichTrust04","WhichTrust05","WhichTrust06","WhichTrust07","WhichTrust08","WhichTrust09","WhichTrust10","WhichTrust11","WhichTrust12","WhichTrust13","WhichTrust14","WhichTrust15","WhichTrust16","WhichTrust17","HeardGenes","ThoughtGenes","TheseDays","TrustSci","TrustGenet","TrustGeol","PandTrustSci","PandTrustGenet","PandTrustGeol","Pfiz","Glaxo","HadCov","CovVac","PV11_Mode","PV11_Weight","SF_Region_N","RS_Age_Exact","RS_Sex","RS_EthnicGroup","RS_Religiosity","RS_EnglishLanguage","RS_EducationLevel","RS_NSSEC_OperationalCat","RS_Twitter","RS_LinkedIn","RS_Smartphone","RS_PoliticalEngagement","RS_ClimateChange","SF_OAC","RS_VotedGE17","RS_VoteChoice17","RS_VotedGE19","RS_VoteChoice19","RS_EUReferendumChoice16","RS_RichPeopleGetAwayWithIt","RS_RespectUKValues","RS_ProtectWorkingConditionsWages","RS_BusinessOverregulated","RS_NationalisePublicServicesIndustries","RS_TolerateUnconventional","RS_TougherSentences","RS_RedistributeIncome","RS_FewerImmigrants","RS_AbolishMonarchy","ID","sci_self_under","gen_self_under","scigen_self_under","self_change_under","attitude_prior","attitude_change","sci_know","ThreeMonthExposure","Who2Trust","GeneConciousness","TrustScientists","ChangeTrustScientists","HadCov_recoded","CovVac_recoded","Age","education_level","religion","politics"
3,2,3,3,3,0,0,0,0,0,0,-1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,-1,0,0.5,0.5,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.576833124360598,"E12000008 (SE England)",51,"Female","White British","Religious (not actively practising)","English is main language but not the only one","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Not very closely","It is entirely caused by human activity","White professionals",NA,NA,"Voted","Conservatives","Remain",-1,1,-1,0,0,-1,1,1,-1,2,746,0.833333333333333,0.5625,0.652777777777778,0,0,0,0.666666666666667,0.2,0.133333333333333,0.2,0.5,0,1,1,51,1,1,0.05
3,2,4,4,4,2,0,0,0,1,2,2,-1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,4,-1,0,0,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.571331841424776,"E12000009 (SW England)",48,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","Yes","Yes","Very closely","It is mainly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Conservatives","Remain",0,1,-1,0,2,-1,1,0,0,2,747,0.833333333333333,0.875,0.861111111111111,0.25,0.5,0.333333333333333,1,0.8,0.333333333333333,0.8,0.166666666666667,0,0,1,48,2,1,0.2
3,2,3,3,3,1,0,0,0,0,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,-1,1,1,1,1,1,0,-1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.219101278550237,"E12000002 (NW England)",71,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","Yes","No","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Detached retirement living",NA,NA,"Voted","Conservatives","Remain",0,0,-1,-1,1,0,1,-1,1,1,748,0.833333333333333,0.625,0.694444444444445,0,0,0,1,0.4,0.0666666666666667,0.7,0.5,0.333333333333333,0,1,71,2,1,0.05
2,1,3,3,4,0,0,0,0,0,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,2,2,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.11672797320592,"E12000004 (East Midlands)",37,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Liberal Democrats","Remain",2,1,-1,0,1,-1,2,1,-1,1,749,0.5,0.625,0.583333333333333,0,0.666666666666667,0.666666666666667,0.916666666666667,0,0.2,0,1,0,0,1,37,2,0,0.25
3,2,3,2,2,1,1,0,0,0,0,0,-1,0,-1,0,1,1,1,0,1,0,0,1,0,1,-1,0,0.5,1,0.5,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,3,-1,2,1,2,2,1,0,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.468783725568528,"E12000004 (East Midlands)",63,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Ageing in suburbia",NA,NA,"Voted","Conservatives","Remain",-1,2,-2,1,1,-1,2,-1,1,1,750,0.833333333333333,0.5,0.611111111111111,0.25,-0.166666666666667,-0.333333333333333,0.416666666666667,0.6,0.2,0.6,0.833333333333333,0.5,0,1,63,1,0,0.15
3,2,4,4,4,0,0,0,0,0,1,2,1,0,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,4,4,-1,2,2,2,2,1,1,NA,2,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.818196937033476,"E12000004 (East Midlands)",28,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L7.1: Intermediate clerical and administrative occupations","Yes","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Ageing in suburbia",NA,NA,"Voted","Labour","Remain",2,1,-2,-1,1,-1,2,-1,-2,-1,751,0.833333333333333,0.75,0.777777777777778,0,0.666666666666667,0.333333333333333,0.833333333333333,1,0.4,0.8,1,0.666666666666667,0,1,28,2,0,-0.1
3,2,3,3,3,3,0,0,0,1,1,1,1,0,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4,3,0,1,1,2,1,1,0,0,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.660391744861653,"E12000005 (West Midlands)",26,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L7.1: Intermediate clerical and administrative occupations","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Indian tech achievers",NA,NA,"Voted","Labour","Remain",-2,-2,-2,-1,0,-2,-1,-1,-2,0,752,0.833333333333333,0.75,0.777777777777778,0.25,0.5,0.333333333333333,0.666666666666667,1,0.266666666666667,0.7,0.666666666666667,0.333333333333333,0,1,26,2,0,-0.65
3,2,3,3,3,1,0,0,0,0,1,1,-1,0,0,0,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,0.5,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Telephone interview",0.163978307651174,"E12000007 (London)",67,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is mainly caused by human activity","Urban cultural mix",NA,NA,"Voted","Green Party","Remain",1,0,-2,-2,-1,-2,-2,-2,-2,-2,753,0.833333333333333,0.625,0.694444444444445,0,0.166666666666667,0,0.5,0.2,0.4,0,0.5,0,0,1,67,2,0,-0.7
3,3,4,4,4,4,0,0,0,1,0,-1,-1,0,0,0,-1,1,1,1,1,1,1,1,-1,-1,1,0,0.5,0.5,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,-1,2,1,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.493651763232874,"E12000008 (SE England)",47,"Male","White British","Religious (practising)","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is entirely caused by human activity","Indian tech achievers",NA,NA,"Voted","Labour","Remain",-2,-2,-2,-2,-2,-2,-2,-2,-2,2,754,1,1,1,0.25,-0.333333333333333,0,0.416666666666667,0.6,0.266666666666667,0.2,0.833333333333333,0,0,1,47,1,2,-0.8
3,1,3,2,3,2,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,3,3,0,2,2,2,0,0,0,2,NA,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.58513353943846,"E12000008 (SE England)",37,"Male","Any other White background","Religious (practising)","English is a second language (at most)","Degree level qualification(s)","L11.1: Lower technical craft occupations","No","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Students and professionals",NA,NA,"Voted","Liberal Democrats","Did not vote",2,0,-1,0,2,0,2,2,-2,2,755,0.666666666666667,0.625,0.638888888888889,0.25,0.5,0,1,0.4,0.4,0.6,1,0,1,1,37,2,2,0.35
3,2,4,4,4,3,0,0,0,1,1,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,3,3,-1,2,2,2,0,0,0,0,NA,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.471089558476028,"E12000008 (SE England)",29,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Established farming communities",NA,NA,"Voted","Liberal Democrats","Remain",-1,1,0,0,-1,-1,2,-1,-1,1,756,0.833333333333333,0.9375,0.902777777777778,0.25,0.5,0,1,0.4,0.333333333333333,0.6,1,0,1,1,29,2,0,-0.05
3,2,4,4,3,3,0,-1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,4,3,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.649780738742909,"E12000008 (SE England)",45,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Delayed retirement",NA,NA,"Voted","Liberal Democrats","Remain",1,0,-1,1,2,-1,1,-1,-1,2,757,0.833333333333333,0.875,0.861111111111111,0,0.5,0.333333333333333,0.916666666666667,0.8,0.466666666666667,0.7,0.5,0,0,1,45,2,2,0.15
2,1,3,3,4,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,-1,1,1,1,-1,-1,-1,0,NA,1,0.5,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,2,2,2,0,0,0,NA,0,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.07708212308886,"E12000009 (SW England)",17,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L10: Lower supervisory occupations","Yes","No","Yes","Fairly closely","It is entirely caused by human activity","Rural life",NA,NA,"Did not vote","Did not vote","Did not vote",-2,0,-2,0,0,-2,0,-2,0,-1,758,0.5,0.625,0.583333333333333,0,0.333333333333333,0,0.25,0.2,0.4,0.1,1,0,1,1,17,1,0,-0.45
2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,NA,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,2,0,NA,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.207280423534432,"E12000009 (SW England)",50,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L7.2: Intermediate sales and service occupations","Yes","Yes","Yes","Fairly closely","It is entirely caused by human activity","Rural life",NA,NA,"Voted","Conservatives","Leave",-1,-1,0,0,-1,0,1,0,0,2,759,0.666666666666667,0.5625,0.597222222222222,0,0,0,0.5,0.4,0.333333333333333,0,0.666666666666667,NA,0,1,50,2,0,0
2,1,4,3,4,2,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0.5,0.5,0.5,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.279564632595863,"E12000001 (NE England)",72,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L5: Lower managerial and administrative occupations","No","No","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Rural employment and retirees",NA,NA,"Voted","Conservatives","Remain",1,1,-1,1,2,-1,1,1,-1,2,760,0.5,0.8125,0.708333333333333,0.25,0.5,0,0.666666666666667,0.4,0.133333333333333,0.2,0.5,0.166666666666667,0,1,72,2,1,0.3
3,2,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0.5,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,3,1,0,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.04233397276956,"E12000001 (NE England)",36,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L3.2: Higher professional occupations -  ‘New’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Industrious hardship",NA,NA,"Voted","Labour","Remain",-2,-2,-2,-2,-1,-2,0,-2,-2,1,761,0.833333333333333,0.625,0.694444444444445,0,0.166666666666667,0,0.833333333333333,0,0.4,0.4,0.5,0,0,1,36,2,0,-0.7
3,2,4,4,4,4,0,0,0,0,1,1,-1,0,0,0,1,1,1,1,-1,1,1,-1,1,1,-1,-1,0.5,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,2,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.16068614069701,"E12000002 (NW England)",45,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L2: Higher managerial and administrative occupations","No","Yes","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Conservatives","Leave",2,1,-1,1,-2,0,2,2,0,0,762,0.833333333333333,1,0.944444444444445,0,0.166666666666667,0,0.333333333333333,0.4,0.4,0,0.666666666666667,0,0,1,45,2,0,0.25
2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,0.5,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,1,1,1,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.165454381814683,"E12000003 (Yorkshire & Humberside)",64,"Female","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L2: Higher managerial and administrative occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","White suburban communities",NA,NA,"Voted","Labour","Remain",1,-1,-2,0,-2,-1,-1,1,-1,2,763,0.666666666666667,0.5,0.555555555555555,0.25,0.333333333333333,0,0.75,0.2,0.2,0.4,0.5,0.166666666666667,0,1,64,2,1,-0.2
2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,-1,0,NA,0.5,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,3,0,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.340079910303738,"E12000003 (Yorkshire & Humberside)",66,"Female","White British","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is mainly caused by human activity","Comfortable suburbia",NA,NA,"Voted","Labour","Remain",0,0,-1,0,0,0,1,0,0,2,764,0.666666666666667,0.375,0.472222222222222,0,0,0,0.5,0.4,0.333333333333333,0.6,0.5,0,0,1,66,2,2,0.1
3,2,4,4,4,3,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.803280026048726,"E12000004 (East Midlands)",34,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L5: Lower managerial and administrative occupations","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","White professionals",NA,NA,"Voted",NA,"Remain",0,-1,-1,-1,-2,0,1,0,-1,1,765,0.833333333333333,0.9375,0.902777777777778,0.25,0.333333333333333,0,0.833333333333333,0.8,0.6,0.2,0.5,0,0,1,34,1,0,-0.2
3,2,4,4,3,3,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-1,1,-1,1,1,0.5,0.5,0.5,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,1,0,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.741770388621009,"E12000004 (East Midlands)",47,"Female","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L4.2: Lower professional and higher technical occupations - ‘New’ employees","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Ageing in suburbia",NA,NA,"Voted","Liberal Democrats","Remain",0,0,-1,0,1,-1,0,0,0,1,766,0.833333333333333,0.875,0.861111111111111,0.25,0.333333333333333,0,0.666666666666667,0.6,0.133333333333333,0.4,0.333333333333333,0,0,1,47,2,1,0
3,2,4,3,3,0,1,0,0,0,-1,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,4,0,2,2,2,2,2,0,NA,0,"No","Yes, and I have already been vaccinated","Telephone interview",0.848210641441578,"E12000005 (West Midlands)",64,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L5: Lower managerial and administrative occupations","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Detached retirement living",NA,NA,"Voted","Conservatives","Leave",-1,1,0,0,0,-1,0,1,-1,2,767,0.833333333333333,0.625,0.694444444444445,0.25,-0.166666666666667,0,1,0.8,0.2,0.7,1,0.666666666666667,0,1,64,1,1,0.05
1,1,2,2,0,1,0,0,0,1,0,0,-1,-1,-1,0,1,1,1,0,-1,0,1,-1,-1,0,1,1,0,0.5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,4,0,1,1,0,1,1,0,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.794453417521246,"E12000005 (West Midlands)",63,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L12.6: Semi-routine clerical occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Detached retirement living",NA,NA,"Voted","Conservatives","Leave",0,0,-2,0,-1,0,0,-1,1,2,768,0.333333333333333,0.3125,0.319444444444444,0.25,-0.166666666666667,-0.666666666666667,0.25,0.4,0.0666666666666667,0.8,0.333333333333333,0.333333333333333,0,1,63,1,1,-0.05
1,1,4,3,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,-0.5,-0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,-1,1,1,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.499272425394888,"E12000006 (East of England)",64,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","Yes","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Indian tech achievers",NA,NA,"Voted","Conservatives","Remain",1,1,-1,0,0,-1,1,-1,-1,2,769,0.333333333333333,0.625,0.527777777777778,0,-0.5,-1,0.666666666666667,0,0.0666666666666667,0,0.166666666666667,0.166666666666667,0,1,64,1,2,0.05
3,2,4,4,4,4,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,0.5,1,0.5,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,3,1,-1,1,0,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.33814832048351,"E12000006 (East of England)",40,"Male","White British","Religious (practising)","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","White suburban communities",NA,NA,"Voted","Conservatives","Remain",1,-1,-2,0,-1,-2,2,1,1,2,770,0.833333333333333,1,0.944444444444445,0.25,0.5,0,0.833333333333333,0.6,0.333333333333333,0.4,0.333333333333333,0,0,1,40,2,2,0.05
3,1,4,4,4,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,-1,1,1,-1,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.58341263279084,"E12000006 (East of England)",39,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L7.2: Intermediate sales and service occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","White suburban communities",NA,NA,"Voted","Conservatives","Remain",0,1,0,0,-1,0,0,-1,0,2,771,0.666666666666667,0.875,0.805555555555555,0,0.166666666666667,0,0.583333333333333,0.4,0.266666666666667,0.2,0.333333333333333,0,0,1,39,2,2,0.05
2,2,2,2,2,2,0,0,0,1,0,-1,0,0,0,0,1,1,1,1,-1,0,1,1,1,1,-1,0,0,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,NA,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.901215456574202,"E12000006 (East of England)",45,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Detached retirement living",NA,NA,"Voted","Conservatives","Leave",1,1,-1,0,0,1,2,2,2,2,772,0.666666666666667,0.5,0.555555555555555,0.25,-0.166666666666667,0,0.5,0.2,0,0,0,-0.166666666666667,1,1,45,1,2,0.5
2,1,2,0,2,2,0,0,0,1,-1,-1,1,0,0,0,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0.5,0.5,0.5,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,3,0,0,0,0,1,1,1,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",2.02102314352703,"E12000007 (London)",43,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic suburbia",NA,NA,"Voted","Conservatives","Leave",-1,2,-2,0,0,-1,2,-2,2,2,773,0.5,0.375,0.416666666666667,0.25,-0.166666666666667,0,0.333333333333333,0.2,0.2,0.6,0,0.5,0,1,43,1,0,0.1
2,2,4,4,4,1,0,0,0,0,-1,-1,1,-1,0,0,1,1,1,1,1,1,1,1,-1,1,-1,-1,NA,0.5,0.5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.53194107885171,"E12000007 (London)",45,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic suburbia",NA,NA,"Voted","Conservatives","Leave",0,2,0,0,0,0,1,0,2,2,774,0.666666666666667,0.8125,0.763888888888889,0,-0.166666666666667,-0.333333333333333,0.5,0.2,0.2,0.8,0,0,0,1,45,1,0,0.35
3,3,4,4,4,4,0,0,0,0,2,1,2,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,-1,1,0.5,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,5,5,-1,1,2,2,0,0,0,NA,-1,"No","Yes, and I have already been vaccinated","Telephone interview",0.408719629197158,"E12000008 (SE England)",42,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L11.2: Lower technical process operative occupations","No","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Indian tech achievers",NA,NA,"Voted","Labour","Remain",-1,-1,-1,-1,-1,-2,1,-1,-2,0,775,1,1,1,0,0.833333333333333,0,0.666666666666667,1,0.2,1,0.833333333333333,0,0,1,42,2,1,-0.45
